id,tipo,peso
809,40ft,6
810,40ft,5
811,40ft,6
812,40ft,26
813,40ft,26
814,40ft,28
815,40ft,27
816,40ft,25
817,40ft,27
818,20ft,8
819,20ft,22
820,40ft,22
821,40ft,22
822,40ft,19
823,40ft,19
824,40ft,19
825,40ft,18
826,40ft,14
827,40ft,12
828,40ft,13
829,40ft,8
830,40ft,8
831,40ft,8
832,40ft,6
833,40ft,26
834,40ft,24
835,40ft,12
836,40ft,12
837,40ft,9
838,40ft,5
839,40ft,2
840,40ft,2
841,40ft,26
842,40ft,29
843,40ft,28
844,40ft,9
845,40ft,5
846,40ft,6
847,40ft,2
848,20ft,25
849,20ft,25
850,20ft,26
851,20ft,26
852,20ft,19
853,20ft,22
854,40ft,22
855,40ft,20
856,40ft,22
857,20ft,21
858,20ft,29
859,20ft,20
860,20ft,20
861,20ft,22
862,20ft,20
863,20ft,20
864,20ft,20
865,20ft,20
866,20ft,19
867,40ft,29
868,40ft,21
869,40ft,21
870,40ft,19
871,40ft,25
872,40ft,25
873,40ft,19
874,40ft,14
875,40ft,12
876,40ft,14
877,40ft,13
878,20ft,22
879,20ft,23
880,20ft,20
881,20ft,22
882,20ft,19
883,20ft,20
884,20ft,21
885,20ft,22
886,40ft,27
887,40ft,22
888,40ft,27
889,40ft,28
890,40ft,29
891,40ft,25
892,40ft,25
893,40ft,19
894,40ft,19
895,40ft,21
896,40ft,19
897,40ft,13
898,40ft,28
899,40ft,26
900,40ft,27
901,40ft,27
902,40ft,22
903,40ft,6
904,20ft,19
905,20ft,20
906,20ft,13
907,20ft,22
908,20ft,12
909,20ft,20
910,20ft,8
911,20ft,23
912,40ft,27
913,40ft,27
914,40ft,24
915,20ft,19
916,20ft,25
917,20ft,9
918,20ft,20
919,40ft,26
920,40ft,25
921,40ft,22
922,40ft,8
923,40ft,9
924,40ft,8
925,40ft,8
926,40ft,8
927,40ft,8
928,40ft,9
929,40ft,5
930,40ft,2
931,40ft,3
932,40ft,2
933,40ft,2
934,40ft,22
935,40ft,20
936,40ft,23
937,40ft,21
938,40ft,12
939,40ft,5
940,20ft,26
941,20ft,28
942,40ft,20
943,40ft,21
944,40ft,13
945,40ft,14
946,40ft,8
947,40ft,8
948,40ft,8
949,40ft,9
950,40ft,8
951,40ft,6
952,40ft,5
953,20ft,2
954,20ft,26
955,20ft,2
956,20ft,20
957,20ft,19
958,20ft,26
959,20ft,20
960,20ft,26
961,20ft,22
962,20ft,25
963,20ft,18
964,20ft,28
965,20ft,19
966,20ft,21
967,20ft,19
968,20ft,12
969,20ft,22
970,20ft,28
971,20ft,21
972,20ft,25
973,20ft,21
974,20ft,19
975,40ft,26
976,40ft,26
977,40ft,28
978,40ft,28
979,40ft,28
980,40ft,27
981,40ft,27
982,40ft,26
983,40ft,24
984,40ft,28
985,20ft,19
986,20ft,24
987,20ft,19
988,20ft,25
989,20ft,22
990,20ft,28
991,40ft,27
992,40ft,25
993,40ft,29
994,20ft,12
995,20ft,15
996,40ft,27
997,40ft,29
998,40ft,19
999,40ft,23
1000,40ft,20
1001,20ft,20
1002,20ft,28
1003,20ft,29
1004,20ft,24
1005,20ft,25
1006,20ft,29
1007,20ft,29
1008,20ft,22
1009,20ft,27
1010,20ft,20
1011,40ft,26
1012,40ft,27
1013,40ft,23
1014,40ft,19
1015,40ft,19
1016,40ft,20
1017,40ft,15
1018,20ft,3
1019,20ft,21
1020,40ft,20
1021,40ft,13
1022,40ft,9
1023,40ft,8
1024,40ft,9
1025,40ft,8
1026,20ft,2
1027,20ft,19
1028,40ft,8
1029,40ft,6
1030,20ft,3
1031,20ft,12
1032,20ft,19
1033,20ft,2
1034,40ft,13
1035,40ft,9
1036,40ft,5
1037,40ft,6
1038,40ft,5
1039,40ft,5
1040,40ft,9
1041,40ft,29
1042,40ft,2
1043,40ft,20
1044,40ft,9
1045,40ft,5
1046,40ft,6
1047,40ft,6
1048,40ft,9
1049,40ft,6
1050,40ft,2
1051,40ft,6
1052,40ft,6
1053,40ft,6
1054,40ft,3
1055,40ft,2
1056,40ft,3
1057,40ft,9
1058,40ft,9
1059,40ft,6
1060,40ft,29
1061,40ft,27
1062,40ft,13
1063,40ft,14
1064,40ft,13
1065,40ft,9
1066,40ft,5
1067,40ft,6
1068,40ft,28
1069,40ft,25
1070,40ft,27
1071,40ft,27
1072,20ft,26
1073,20ft,24
1074,20ft,27
1075,20ft,26
1076,20ft,20
1077,20ft,20
1078,40ft,26
1079,40ft,8
1080,40ft,6
1081,40ft,5
1082,40ft,2
1083,40ft,6
1084,40ft,6
1085,40ft,5
1086,40ft,2
1087,40ft,25
1088,40ft,6
1089,40ft,2
1090,40ft,2
1091,40ft,8
1092,40ft,15
1093,40ft,14
1094,40ft,3
1095,40ft,21
1096,40ft,14
1097,40ft,9
1098,40ft,8
1099,40ft,6
1100,40ft,2
1101,40ft,2
1102,40ft,12
1103,40ft,9
1104,40ft,6
1105,40ft,6
1106,40ft,6
1107,40ft,6
1108,40ft,6
1109,40ft,6
1110,40ft,3
1111,40ft,2
1112,40ft,21
1113,40ft,13
1114,40ft,8
1115,40ft,8
1116,40ft,8
1117,40ft,8
1118,40ft,6
1119,40ft,6
1120,40ft,6
1121,40ft,2
1122,40ft,5
1123,40ft,3
1124,40ft,27
1125,40ft,8
1126,40ft,3
1127,20ft,2
1128,20ft,20
1129,20ft,2
1130,20ft,21
1131,20ft,2
1132,20ft,3
1133,40ft,25
1134,40ft,27
1135,40ft,6
1136,40ft,6
1137,40ft,27
1138,20ft,2
1139,20ft,3
1140,40ft,5
1141,40ft,6
1142,40ft,9
1143,40ft,2
1144,40ft,3
1145,40ft,22
1146,40ft,14
1147,40ft,26
1148,40ft,9
1149,40ft,8
1150,20ft,2
1151,20ft,23
1152,40ft,21
1153,40ft,20
1154,40ft,15
1155,40ft,12
1156,40ft,5
1157,40ft,5
1158,40ft,3
1159,40ft,14
1160,40ft,13
1161,40ft,8
1162,40ft,9
1163,40ft,8
1164,40ft,5
1165,40ft,6
1166,40ft,6
1167,40ft,2
1168,40ft,3
1169,40ft,2
1170,40ft,2
1171,40ft,3
1172,40ft,20
1173,20ft,3
1174,20ft,3
1175,40ft,5
1176,40ft,6
1177,40ft,3
1178,40ft,3
1179,40ft,3
1180,40ft,3
1181,40ft,26
1182,20ft,23
1183,20ft,19
1184,40ft,27
1185,40ft,20
1186,40ft,22
1187,40ft,22
1188,40ft,22
1189,40ft,19
1190,40ft,13
1191,40ft,14
1192,40ft,12
1193,40ft,9
1194,20ft,2
1195,20ft,20
1196,20ft,3
1197,20ft,3
1198,40ft,6
1199,40ft,6
1200,40ft,3
1201,40ft,2
1202,40ft,2
1203,40ft,6
1204,40ft,22
1205,40ft,22
1206,40ft,19
1207,40ft,25
1208,40ft,27
1209,40ft,26
1210,20ft,27
1211,40ft,25
1212,20ft,3
1213,40ft,20
1214,40ft,26
1215,20ft,14
1216,40ft,26
1217,40ft,22
1218,40ft,20
1219,40ft,20
1220,20ft,9
1221,40ft,19
1222,40ft,19
1223,40ft,21
1224,40ft,28
1225,40ft,18
1226,20ft,21
1227,40ft,22
1228,40ft,25
1229,40ft,28
1230,40ft,20
1231,40ft,2
1232,40ft,20
1233,20ft,13
1234,40ft,6
1235,40ft,21
1236,40ft,3
1237,20ft,19
1238,20ft,23
1239,40ft,19
1240,40ft,26
1241,40ft,25
1242,20ft,12
1243,40ft,19
1244,40ft,2
1245,40ft,21
1246,40ft,21
1247,40ft,19
1248,40ft,22
1249,40ft,20
1250,40ft,5
1251,40ft,22
1252,40ft,19
1253,40ft,22
1254,40ft,27
1255,40ft,5
1256,40ft,8
1257,20ft,8
1258,40ft,2
1259,40ft,22
1260,40ft,21
1261,40ft,22
1262,40ft,8
1263,40ft,3
1264,40ft,22
1265,40ft,20
1266,40ft,20
1267,20ft,24
1268,40ft,8
1269,40ft,9
1270,40ft,14
1271,40ft,22
1272,20ft,22
1273,40ft,26
1274,40ft,20
1275,20ft,19
1276,40ft,22
1277,40ft,5
1278,40ft,24
1279,40ft,19
1280,20ft,20
1281,40ft,9
1282,40ft,9
1283,40ft,19
1284,40ft,26
1285,20ft,20
1286,40ft,26
1287,20ft,19
1288,40ft,23
1289,40ft,26
1290,20ft,20
1291,40ft,21
1292,20ft,19
1293,40ft,24
1294,40ft,27
1295,40ft,29
1296,20ft,27
1297,40ft,27
1298,40ft,29
1299,40ft,24
1300,40ft,22
1301,40ft,25
1302,40ft,8
1303,40ft,22
1304,40ft,20
1305,40ft,21
1306,40ft,5
1307,40ft,25
1308,40ft,22
1309,40ft,27
1310,40ft,20
1311,40ft,21
1312,40ft,19
1313,20ft,2
1314,40ft,2
1315,20ft,23
1316,40ft,28
1317,40ft,15
1318,40ft,24
1319,40ft,25
1320,20ft,23
1321,40ft,28
1322,40ft,22
1323,40ft,25
1324,40ft,20
1325,40ft,19
1326,20ft,26
1327,20ft,19
1328,40ft,5
1329,20ft,2
1330,40ft,19
1331,40ft,22
1332,40ft,13
1333,40ft,29
1334,40ft,19
1335,20ft,21
1336,40ft,8
1337,20ft,27
1338,40ft,19
1339,40ft,29
1340,40ft,2
1341,40ft,5
1342,40ft,22
1343,40ft,6
1344,20ft,3
1345,40ft,22
1346,40ft,22
1347,40ft,20
1348,20ft,22
1349,20ft,20
1350,40ft,2
1351,20ft,20
1352,40ft,8
1353,40ft,21
1354,40ft,19
1355,40ft,8
1356,40ft,5
1357,40ft,9
1358,20ft,19
1359,40ft,2
1360,40ft,5
1361,40ft,19
1362,20ft,20
1363,40ft,28
1364,40ft,2
1365,40ft,8
1366,40ft,2
1367,40ft,6
1368,40ft,21
1369,40ft,22
1370,40ft,24
1371,40ft,20
1372,20ft,21
1373,40ft,2
1374,40ft,13
1375,40ft,21
1376,40ft,26
1377,40ft,24
1378,40ft,28
1379,40ft,14
1380,40ft,5
1381,20ft,21
1382,40ft,13
1383,40ft,3
1384,20ft,3
1385,40ft,8
1386,40ft,26
1387,40ft,3
1388,40ft,27
1389,40ft,24
1390,20ft,3
1391,40ft,21
1392,40ft,22
1393,40ft,19
1394,40ft,15
1395,40ft,20
1396,20ft,3
1397,20ft,18
1398,40ft,28
1399,40ft,20
1400,20ft,2
1401,40ft,29
1402,40ft,3
1403,20ft,27
1404,40ft,8
1405,40ft,22
1406,40ft,5
1407,40ft,23
1408,40ft,8
1409,20ft,22
1410,40ft,21
1411,20ft,14
1412,20ft,22
1413,40ft,5
1414,40ft,25
1415,40ft,27
1416,20ft,21
1417,40ft,19
1418,40ft,5
1419,40ft,8
1420,40ft,26
1421,20ft,2
1422,20ft,3
1423,40ft,29
1424,40ft,20
1425,40ft,3
1426,20ft,22
1427,20ft,20
1428,40ft,5
1429,20ft,20
1430,40ft,13
1431,40ft,27
1432,40ft,2
1433,40ft,21
1434,40ft,26
1435,40ft,22
1436,40ft,27
1437,40ft,14
1438,20ft,29
1439,40ft,3
1440,40ft,2
1441,40ft,25
1442,40ft,25
1443,40ft,25
1444,40ft,29
1445,20ft,22
1446,40ft,24
1447,40ft,20
1448,40ft,24
1449,40ft,28
1450,40ft,26
1451,20ft,19
1452,40ft,19
1453,40ft,24
1454,40ft,19
1455,40ft,20
1456,20ft,24
1457,20ft,26
1458,40ft,26
1459,40ft,26
1460,40ft,24
1461,20ft,19
1462,40ft,28
1463,20ft,13
1464,20ft,13
1465,20ft,13
1466,40ft,25
1467,20ft,22
1468,40ft,29
1469,20ft,21
1470,40ft,19
1471,20ft,22
1472,20ft,19
1473,20ft,19
1474,20ft,20
1475,20ft,21
1476,20ft,21
1477,20ft,21
1478,40ft,27
1479,40ft,26
1480,40ft,21
1481,20ft,21
1482,20ft,19
1483,20ft,19
1484,20ft,21
1485,20ft,21
1486,20ft,22
1487,20ft,19
1488,40ft,21
1489,40ft,21
1490,40ft,25
1491,40ft,6
1492,40ft,19
1493,20ft,3
1494,40ft,20
1495,40ft,19
1496,40ft,9
1497,40ft,20
1498,40ft,20
1499,40ft,20
1500,40ft,9
1501,40ft,21
1502,40ft,19
1503,40ft,22
1504,20ft,12
1505,40ft,22
1506,40ft,8
1507,40ft,22
1508,40ft,3
1509,40ft,21
1510,40ft,22
1511,40ft,21
1512,40ft,18
1513,40ft,5
1514,40ft,25
1515,20ft,14
1516,20ft,9
1517,40ft,22
1518,40ft,20
1519,40ft,9
1520,40ft,3
1521,40ft,25
1522,40ft,3
1523,40ft,8
1524,40ft,20
1525,40ft,19
1526,40ft,19
1527,40ft,13
1528,40ft,19
1529,40ft,9
1530,40ft,21
1531,40ft,2
1532,20ft,2
1533,40ft,29
1534,40ft,20
1535,40ft,20
1536,40ft,19
1537,40ft,19
1538,40ft,8
1539,40ft,19
1540,40ft,20
1541,20ft,9
1542,40ft,22
1543,40ft,3
1544,40ft,19
1545,40ft,5
1546,40ft,20
1547,40ft,20
1548,40ft,9
1549,20ft,24
1550,40ft,12
1551,40ft,14
1552,40ft,19
1553,40ft,13
1554,40ft,19
1555,40ft,14
1556,40ft,2
1557,40ft,13
1558,20ft,2
1559,40ft,12
1560,20ft,3
1561,20ft,19
1562,40ft,14
1563,40ft,20
1564,40ft,19
1565,40ft,13
1566,40ft,20
1567,40ft,12
1568,40ft,21
1569,40ft,14
1570,40ft,12
1571,40ft,12
1572,40ft,13
1573,40ft,21
1574,40ft,25
1575,40ft,24
1576,40ft,13
1577,40ft,8
1578,40ft,19
1579,40ft,29
1580,40ft,25
1581,40ft,29
1582,20ft,22
1583,40ft,21
1584,20ft,19
1585,20ft,20
1586,40ft,20
1587,40ft,23
1588,40ft,21
1589,40ft,15
1590,40ft,9
1591,40ft,24
1592,40ft,14
1593,40ft,26
1594,20ft,28
1595,20ft,29
1596,40ft,20
1597,40ft,19
1598,40ft,19
1599,20ft,19
1600,40ft,8
1601,40ft,8
1602,20ft,27
1603,20ft,3
1604,40ft,14
1605,40ft,14
1606,40ft,13
1607,40ft,26
1608,40ft,27
1609,40ft,14
1610,40ft,9
1611,40ft,5
1612,40ft,22
1613,20ft,19
1614,40ft,28
1615,20ft,21
1616,40ft,19
1617,40ft,20
1618,40ft,29
1619,40ft,23
1620,40ft,9
1621,40ft,14
1622,40ft,2
1623,40ft,19
1624,20ft,20
1625,40ft,12
1626,40ft,8
1627,40ft,22
1628,40ft,20
1629,40ft,26
1630,40ft,26
1631,20ft,19
1632,40ft,15
1633,40ft,13
1634,40ft,26
1635,20ft,20
1636,20ft,20
1637,40ft,6
1638,40ft,9
1639,40ft,2
1640,40ft,3
1641,40ft,20
1642,40ft,22
1643,40ft,21
1644,40ft,19
1645,40ft,20
1646,40ft,24
1647,40ft,20
1648,40ft,19
1649,40ft,22
1650,40ft,20
1651,40ft,22
1652,40ft,19
1653,40ft,21
1654,40ft,19
1655,40ft,20
1656,40ft,20
1657,40ft,21
1658,40ft,19
1659,40ft,22
1660,40ft,5
1661,40ft,8
1662,40ft,26
1663,40ft,21
