id,tipo,peso
614,20ft,22
615,20ft,22
616,40ft,9
617,40ft,26
618,40ft,19
619,40ft,22
620,20ft,25
621,20ft,29
622,40ft,28
623,40ft,19
624,40ft,20
625,40ft,3
626,40ft,28
627,40ft,19
628,40ft,20
629,40ft,14
630,40ft,15
631,40ft,26
632,40ft,22
633,40ft,20
634,40ft,5
635,40ft,6
636,20ft,21
637,20ft,25
638,40ft,19
639,40ft,21
640,40ft,22
641,40ft,22
642,40ft,24
643,40ft,27
644,40ft,25
645,40ft,28
646,40ft,27
647,40ft,22
648,40ft,22
649,40ft,14
650,40ft,14
651,40ft,25
652,40ft,19
653,40ft,20
654,40ft,21
655,40ft,14
656,20ft,21
657,20ft,19
658,40ft,24
659,40ft,27
660,40ft,20
661,40ft,23
662,20ft,24
663,20ft,21
664,20ft,9
665,20ft,19
666,40ft,19
667,40ft,9
668,40ft,5
669,40ft,2
670,20ft,21
671,20ft,26
672,20ft,22
673,20ft,20
674,20ft,20
675,20ft,20
676,20ft,14
677,20ft,3
678,40ft,3
679,20ft,2
680,20ft,22
681,40ft,22
682,40ft,22
683,40ft,19
684,40ft,13
685,40ft,8
686,40ft,8
687,20ft,21
688,20ft,27
689,20ft,21
690,20ft,28
691,20ft,12
692,20ft,25
693,20ft,13
694,20ft,20
695,20ft,8
696,20ft,20
697,40ft,27
698,40ft,21
699,40ft,19
700,40ft,21
701,40ft,21
702,40ft,22
703,40ft,20
704,40ft,20
705,40ft,19
706,40ft,9
707,20ft,22
708,20ft,25
709,20ft,22
710,20ft,21
711,40ft,27
712,40ft,20
713,40ft,23
714,40ft,19
715,40ft,21
716,40ft,22
717,20ft,2
718,20ft,25
719,40ft,27
720,40ft,19
721,40ft,21
722,40ft,19
723,40ft,22
724,40ft,20
725,40ft,12
726,20ft,20
727,20ft,28
728,20ft,20
729,20ft,24
730,40ft,22
731,40ft,13
732,40ft,12
733,40ft,13
734,40ft,13
735,40ft,9
736,20ft,2
737,20ft,20
738,40ft,20
739,40ft,13
740,40ft,14
741,40ft,13
742,40ft,12
743,40ft,13
744,40ft,12
745,40ft,29
746,40ft,28
747,40ft,19
748,40ft,20
749,40ft,20
750,40ft,22
751,40ft,20
752,40ft,20
753,20ft,27
754,20ft,27
755,20ft,19
756,20ft,28
757,40ft,28
758,40ft,27
759,40ft,28
760,40ft,28
761,40ft,23
762,40ft,20
763,20ft,28
764,20ft,24
765,20ft,20
766,20ft,26
767,40ft,26
768,40ft,21
769,40ft,22
770,40ft,21
771,40ft,22
772,40ft,6
773,40ft,3
774,40ft,28
775,40ft,29
776,40ft,25
777,40ft,20
778,40ft,22
779,40ft,22
780,40ft,20
781,40ft,21
782,20ft,2
783,20ft,14
784,40ft,8
785,40ft,9
786,40ft,9
787,40ft,8
788,40ft,8
789,40ft,5
790,20ft,15
791,20ft,22
792,40ft,8
793,40ft,9
794,40ft,8
795,40ft,5
796,40ft,3
797,40ft,2
798,40ft,28
799,40ft,19
800,40ft,20
801,40ft,21
802,40ft,21
803,40ft,21
804,20ft,24
805,20ft,25
806,20ft,2
807,20ft,25
808,40ft,26
809,40ft,29
810,40ft,26
811,40ft,22
812,40ft,13
813,40ft,5
814,20ft,23
815,20ft,29
816,20ft,20
817,20ft,25
818,40ft,28
819,40ft,27
820,40ft,25
821,40ft,27
822,40ft,20
823,40ft,19
824,20ft,9
825,20ft,21
826,40ft,26
827,40ft,28
828,40ft,22
829,40ft,20
830,40ft,19
831,40ft,21
832,40ft,20
833,20ft,20
834,20ft,29
835,20ft,8
836,20ft,24
837,20ft,9
838,20ft,29
839,40ft,27
840,40ft,19
841,40ft,23
842,40ft,19
843,40ft,12
844,40ft,25
845,40ft,25
846,40ft,28
847,40ft,8
848,40ft,8
849,40ft,6
850,40ft,6
851,40ft,2
852,20ft,20
853,20ft,28
854,20ft,13
855,20ft,26
856,20ft,13
857,20ft,19
858,20ft,8
859,20ft,20
860,20ft,20
861,20ft,2
862,20ft,3
863,20ft,3
864,40ft,6
865,40ft,6
866,40ft,5
867,20ft,3
868,20ft,20
869,20ft,2
870,20ft,13
871,40ft,9
872,40ft,6
873,40ft,6
874,20ft,25
875,20ft,25
876,20ft,15
877,20ft,27
878,40ft,27
879,40ft,13
880,40ft,8
881,40ft,8
882,40ft,6
883,40ft,3
884,20ft,23
885,20ft,22
886,20ft,20
887,20ft,3
888,40ft,20
889,40ft,14
890,40ft,12
891,40ft,14
892,40ft,8
893,40ft,6
894,40ft,3
895,20ft,9
896,20ft,14
897,40ft,8
898,40ft,6
899,40ft,5
900,40ft,2
901,40ft,2
902,40ft,3
903,40ft,3
904,40ft,19
905,40ft,18
906,40ft,21
907,40ft,21
908,40ft,22
909,40ft,19
910,40ft,14
911,40ft,13
912,40ft,26
913,40ft,21
914,40ft,22
915,40ft,19
916,40ft,22
917,40ft,23
918,40ft,21
919,40ft,19
920,20ft,21
921,20ft,27
922,20ft,18
923,20ft,25
924,20ft,22
925,20ft,24
926,20ft,14
927,20ft,27
928,20ft,13
929,20ft,24
930,20ft,13
931,20ft,24
932,20ft,13
933,20ft,24
934,20ft,2
935,20ft,26
936,40ft,18
937,40ft,2
938,20ft,26
939,20ft,27
940,20ft,28
941,20ft,26
942,20ft,27
943,20ft,24
944,20ft,19
945,20ft,25
946,20ft,22
947,20ft,29
948,20ft,22
949,20ft,25
950,20ft,9
951,20ft,25
952,40ft,26
953,20ft,21
954,20ft,29
955,20ft,19
956,20ft,21
957,20ft,20
958,20ft,19
959,40ft,21
960,40ft,19
961,40ft,21
962,40ft,22
963,40ft,6
964,40ft,3
965,20ft,20
966,20ft,28
967,40ft,24
968,40ft,27
969,40ft,26
970,40ft,23
971,40ft,21
972,40ft,22
973,40ft,22
974,20ft,2
975,20ft,23
976,40ft,15
977,40ft,14
978,40ft,13
979,40ft,15
980,40ft,13
981,40ft,9
982,40ft,8
983,20ft,3
984,20ft,22
985,40ft,22
986,40ft,19
987,40ft,19
988,40ft,20
989,40ft,13
990,40ft,9
991,40ft,6
992,40ft,2
993,40ft,25
994,40ft,28
995,40ft,19
996,40ft,20
997,40ft,22
998,40ft,22
999,40ft,19
1000,40ft,13
1001,20ft,21
1002,20ft,25
1003,20ft,19
1004,20ft,22
1005,20ft,20
1006,20ft,19
1007,20ft,22
1008,20ft,20
1009,40ft,21
1010,40ft,6
1011,40ft,2
1012,40ft,3
1013,40ft,2
1014,40ft,22
1015,40ft,22
1016,40ft,19
1017,40ft,21
1018,40ft,20
1019,40ft,5
1020,40ft,3
1021,40ft,21
1022,40ft,19
1023,40ft,21
1024,40ft,20
1025,20ft,14
1026,20ft,2
1027,40ft,6
1028,40ft,3
1029,40ft,2
1030,40ft,2
1031,40ft,27
1032,40ft,27
1033,40ft,28
1034,40ft,8
1035,40ft,6
1036,20ft,19
1037,20ft,21
1038,40ft,24
1039,40ft,27
1040,40ft,22
1041,40ft,22
1042,40ft,20
1043,40ft,21
1044,40ft,20
1045,40ft,13
1046,40ft,13
1047,40ft,25
1048,20ft,21
1049,20ft,9
1050,40ft,14
1051,40ft,14
1052,40ft,14
1053,40ft,6
1054,40ft,27
1055,40ft,25
1056,40ft,12
1057,40ft,9
1058,40ft,8
1059,20ft,13
1060,20ft,22
1061,40ft,26
1062,40ft,19
1063,40ft,20
1064,40ft,22
1065,40ft,12
1066,40ft,13
1067,20ft,13
1068,20ft,27
1069,20ft,9
1070,20ft,27
1071,20ft,2
1072,20ft,20
1073,20ft,3
1074,20ft,20
1075,20ft,2
1076,20ft,19
1077,20ft,2
1078,20ft,19
1079,40ft,6
1080,40ft,5
1081,40ft,2
1082,40ft,29
1083,40ft,25
1084,40ft,27
1085,40ft,27
1086,40ft,21
1087,40ft,19
1088,40ft,21
1089,40ft,6
1090,20ft,19
1091,20ft,20
1092,20ft,15
1093,20ft,21
1094,20ft,2
1095,20ft,20
1096,40ft,5
1097,40ft,5
1098,40ft,6
1099,40ft,2
1100,40ft,2
1101,40ft,25
1102,40ft,25
1103,40ft,21
1104,40ft,13
1105,40ft,5
1106,40ft,5
1107,40ft,6
1108,40ft,3
1109,20ft,25
1110,20ft,28
1111,20ft,21
1112,20ft,28
1113,20ft,21
1114,20ft,24
1115,20ft,3
1116,20ft,25
1117,20ft,3
1118,20ft,29
1119,40ft,21
1120,40ft,22
1121,40ft,13
1122,20ft,13
1123,20ft,20
1124,20ft,15
1125,20ft,21
1126,40ft,27
1127,40ft,28
1128,40ft,27
1129,40ft,21
1130,40ft,19
1131,40ft,5
1132,40ft,8
1133,40ft,9
1134,40ft,8
1135,40ft,9
1136,40ft,5
1137,40ft,2
1138,40ft,3
1139,40ft,2
1140,40ft,3
1141,40ft,27
1142,40ft,27
1143,40ft,27
1144,40ft,28
1145,40ft,22
1146,40ft,22
1147,40ft,18
1148,40ft,19
1149,20ft,13
1150,20ft,27
1151,20ft,3
1152,20ft,22
1153,40ft,19
1154,40ft,8
1155,40ft,8
1156,40ft,6
1157,40ft,2
1158,40ft,2
1159,40ft,2
1160,20ft,20
1161,20ft,24
1162,20ft,23
1163,20ft,22
1164,40ft,5
1165,40ft,6
1166,40ft,6
1167,40ft,5
1168,40ft,2
1169,40ft,2
1170,40ft,29
1171,40ft,27
1172,40ft,27
1173,40ft,26
1174,40ft,25
1175,40ft,19
1176,40ft,13
1177,40ft,13
1178,20ft,27
1179,20ft,29
1180,20ft,21
1181,20ft,29
1182,40ft,29
1183,40ft,29
1184,40ft,21
1185,40ft,20
1186,40ft,21
1187,20ft,22
1188,20ft,20
1189,20ft,13
1190,20ft,21
1191,40ft,25
1192,40ft,27
1193,40ft,21
1194,40ft,25
1195,40ft,3
1196,40ft,2
1197,40ft,3
1198,40ft,3
1199,40ft,20
1200,40ft,21
1201,40ft,9
1202,40ft,6
1203,40ft,25
1204,40ft,22
1205,40ft,20
1206,40ft,20
1207,40ft,5
1208,20ft,21
1209,20ft,20
1210,20ft,22
1211,20ft,22
1212,20ft,2
1213,20ft,21
1214,40ft,22
1215,40ft,8
1216,20ft,21
1217,20ft,20
1218,20ft,19
1219,20ft,22
1220,40ft,24
1221,40ft,29
1222,40ft,19
1223,40ft,25
1224,40ft,29
1225,40ft,14
1226,40ft,2
1227,40ft,2
1228,40ft,19
1229,40ft,19
1230,40ft,21
1231,40ft,14
1232,40ft,8
1233,40ft,27
1234,40ft,29
1235,40ft,28
1236,40ft,27
1237,40ft,8
1238,40ft,27
1239,40ft,28
1240,40ft,19
1241,40ft,19
1242,40ft,19
1243,40ft,19
1244,40ft,22
1245,40ft,21
1246,40ft,3
1247,40ft,3
1248,40ft,24
1249,40ft,24
1250,40ft,25
1251,40ft,22
1252,40ft,22
1253,40ft,20
1254,40ft,5
1255,40ft,2
1256,40ft,29
1257,40ft,27
1258,40ft,27
1259,40ft,25
1260,40ft,24
1261,40ft,27
1262,40ft,20
1263,40ft,21
1264,40ft,5
1265,40ft,6
1266,40ft,5
1267,40ft,5
1268,40ft,2
1269,40ft,2
1270,40ft,2
1271,40ft,3
1272,40ft,5
1273,40ft,5
1274,40ft,5
1275,40ft,6
1276,40ft,6
1277,40ft,2
1278,40ft,3
1279,40ft,3
1280,20ft,13
1281,20ft,24
1282,20ft,8
1283,20ft,22
1284,40ft,8
1285,40ft,5
1286,40ft,6
1287,40ft,6
1288,40ft,5
1289,40ft,3
1290,20ft,3
1291,20ft,20
1292,40ft,13
1293,40ft,15
1294,40ft,14
1295,40ft,9
1296,40ft,8
1297,40ft,6
1298,40ft,2
1299,20ft,23
1300,20ft,22
1301,20ft,23
1302,20ft,21
1303,20ft,12
1304,20ft,19
1305,20ft,2
1306,20ft,19
1307,40ft,8
1308,40ft,8
1309,40ft,8
1310,40ft,9
1311,20ft,20
1312,20ft,28
1313,20ft,9
1314,20ft,23
1315,40ft,28
1316,40ft,29
1317,40ft,26
1318,40ft,19
1319,40ft,22
1320,40ft,21
1321,40ft,20
1322,40ft,8
1323,40ft,8
1324,40ft,9
1325,40ft,8
1326,40ft,6
1327,40ft,6
1328,40ft,6
1329,40ft,6
1330,40ft,2
1331,20ft,13
1332,20ft,20
1333,20ft,8
1334,20ft,19
1335,20ft,3
1336,20ft,21
1337,20ft,3
1338,20ft,22
1339,40ft,9
1340,40ft,9
1341,40ft,8
1342,40ft,5
1343,20ft,22
1344,20ft,25
1345,20ft,8
1346,20ft,25
1347,20ft,3
1348,20ft,25
1349,40ft,27
1350,40ft,24
1351,40ft,26
1352,40ft,25
1353,40ft,20
1354,40ft,5
1355,20ft,21
1356,20ft,25
1357,20ft,12
1358,20ft,19
1359,40ft,19
1360,40ft,20
1361,40ft,20
1362,40ft,8
1363,40ft,5
1364,40ft,3
1365,40ft,20
1366,40ft,22
1367,40ft,19
1368,40ft,22
1369,40ft,12
1370,40ft,14
1371,20ft,12
1372,20ft,15
1373,20ft,8
1374,20ft,14
1375,40ft,23
1376,40ft,22
1377,40ft,6
1378,40ft,6
1379,40ft,6
1380,20ft,18
1381,20ft,24
1382,20ft,22
1383,20ft,21
1384,40ft,24
1385,40ft,26
1386,40ft,25
1387,40ft,22
1388,40ft,12
1389,40ft,8
1390,20ft,13
1391,20ft,22
1392,40ft,20
1393,40ft,13
1394,40ft,15
1395,40ft,5
1396,40ft,6
1397,40ft,6
1398,40ft,3
1399,20ft,21
1400,20ft,19
1401,20ft,19
1402,20ft,19
1403,40ft,20
1404,40ft,21
1405,40ft,18
1406,40ft,21
1407,40ft,20
1408,40ft,6
1409,20ft,22
1410,20ft,19
1411,20ft,21
1412,20ft,14
1413,40ft,27
1414,40ft,24
1415,40ft,24
1416,40ft,26
1417,40ft,9
1418,40ft,8
1419,20ft,19
1420,20ft,27
1421,20ft,8
1422,20ft,19
1423,20ft,2
1424,20ft,22
1425,20ft,2
1426,20ft,22
1427,40ft,9
1428,40ft,5
1429,40ft,5
1430,40ft,6
1431,20ft,3
1432,20ft,20
1433,40ft,21
1434,40ft,20
1435,40ft,22
1436,40ft,22
1437,40ft,19
1438,40ft,2
1439,40ft,3
1440,40ft,21
1441,40ft,21
1442,40ft,20
1443,40ft,22
1444,40ft,21
1445,40ft,19
1446,20ft,19
1447,20ft,20
1448,20ft,21
1449,20ft,22
1450,20ft,14
1451,20ft,19
1452,40ft,27
1453,40ft,20
1454,40ft,20
1455,40ft,20
1456,40ft,20
1457,40ft,22
1458,40ft,9
1459,40ft,9
1460,40ft,25
1461,40ft,24
1462,40ft,24
1463,40ft,22
1464,40ft,21
1465,40ft,21
1466,40ft,20
1467,40ft,21
1468,20ft,3
1469,20ft,13
1470,40ft,12
1471,40ft,15
1472,40ft,8
1473,40ft,6
1474,40ft,6
1475,40ft,5
1476,40ft,2
1477,20ft,2
1478,20ft,27
1479,40ft,21
1480,40ft,18
1481,40ft,20
1482,40ft,20
1483,40ft,5
1484,40ft,6
1485,40ft,27
1486,40ft,26
1487,40ft,28
1488,40ft,24
1489,40ft,22
1490,40ft,20
1491,40ft,22
1492,40ft,15
1493,20ft,2
1494,20ft,3
1495,40ft,6
1496,40ft,5
1497,40ft,5
1498,40ft,6
1499,40ft,6
1500,40ft,5
1501,40ft,5
1502,20ft,19
1503,20ft,19
1504,40ft,9
1505,40ft,9
1506,40ft,9
1507,40ft,8
1508,40ft,5
1509,40ft,6
1510,40ft,6
1511,20ft,8
1512,20ft,21
1513,40ft,26
1514,40ft,24
1515,40ft,9
1516,40ft,8
1517,40ft,9
1518,40ft,6
1519,40ft,2
1520,20ft,20
1521,20ft,25
1522,20ft,14
1523,20ft,21
1524,20ft,13
1525,20ft,20
1526,20ft,14
1527,20ft,22
1528,40ft,25
1529,40ft,19
1530,40ft,15
1531,40ft,12
1532,40ft,26
1533,40ft,24
1534,40ft,28
1535,20ft,23
1536,20ft,26
1537,40ft,29
1538,40ft,26
1539,40ft,28
1540,40ft,22
1541,40ft,22
1542,40ft,5
1543,20ft,19
1544,20ft,29
1545,20ft,20
1546,20ft,29
1547,20ft,23
1548,20ft,29
1549,20ft,19
1550,20ft,19
1551,20ft,19
1552,20ft,21
1553,20ft,20
1554,20ft,19
1555,20ft,20
1556,20ft,21
1557,40ft,29
1558,40ft,28
1559,40ft,19
1560,40ft,21
1561,40ft,20
1562,40ft,6
1563,40ft,5
1564,20ft,13
1565,20ft,22
1566,40ft,27
1567,40ft,29
1568,40ft,29
1569,40ft,25
1570,40ft,20
1571,40ft,13
1572,40ft,27
1573,40ft,20
1574,40ft,20
1575,40ft,19
1576,40ft,20
1577,40ft,5
1578,40ft,3
1579,40ft,29
1580,40ft,27
1581,40ft,27
1582,40ft,28
1583,40ft,19
1584,40ft,19
1585,40ft,6
1586,20ft,3
1587,20ft,28
1588,40ft,29
1589,40ft,24
1590,40ft,29
1591,40ft,20
1592,40ft,23
1593,40ft,19
1594,40ft,24
1595,40ft,25
1596,40ft,25
1597,40ft,29
1598,40ft,19
1599,40ft,20
1600,20ft,21
1601,20ft,25
1602,20ft,21
1603,20ft,26
1604,40ft,29
1605,40ft,27
1606,40ft,24
1607,40ft,28
1608,20ft,22
1609,20ft,24
1610,20ft,2
1611,20ft,26
1612,40ft,13
1613,40ft,5
1614,40ft,6
1615,40ft,6
1616,40ft,29
1617,40ft,26
1618,40ft,21
1619,40ft,21
1620,40ft,22
1621,40ft,9
1622,40ft,6
1623,40ft,5
1624,40ft,2
1625,20ft,3
1626,20ft,22
1627,40ft,8
1628,40ft,5
1629,40ft,5
1630,40ft,6
1631,40ft,3
1632,20ft,15
1633,20ft,20
1634,40ft,19
1635,40ft,5
1636,40ft,5
1637,40ft,6
1638,40ft,6
1639,40ft,24
1640,40ft,27
1641,40ft,24
1642,40ft,24
1643,40ft,24
1644,40ft,26
1645,40ft,25
1646,40ft,27
1647,40ft,9
1648,40ft,6
1649,20ft,24
1650,20ft,24
1651,20ft,21
1652,20ft,19
1653,40ft,27
1654,40ft,25
1655,40ft,24
1656,40ft,28
1657,40ft,27
1658,40ft,26
1659,40ft,24
1660,40ft,26
1661,40ft,29
1662,20ft,2
1663,20ft,14
