id,tipo,peso
355,40ft,26
356,40ft,28
357,40ft,26
358,40ft,29
359,40ft,22
360,40ft,21
361,40ft,8
362,20ft,27
363,20ft,25
364,20ft,24
365,20ft,24
366,20ft,15
367,20ft,18
368,40ft,26
369,40ft,22
370,40ft,20
371,40ft,13
372,20ft,27
373,20ft,27
374,20ft,19
375,20ft,28
376,20ft,14
377,20ft,19
378,40ft,26
379,40ft,22
380,40ft,12
381,40ft,13
382,40ft,5
383,20ft,9
384,20ft,29
385,20ft,9
386,20ft,21
387,40ft,27
388,40ft,24
389,40ft,22
390,40ft,20
391,40ft,22
392,40ft,20
393,40ft,15
394,40ft,9
395,40ft,2
396,20ft,22
397,20ft,22
398,40ft,28
399,40ft,24
400,40ft,26
401,40ft,27
402,40ft,25
403,40ft,19
404,40ft,2
405,40ft,21
406,40ft,21
407,40ft,22
408,40ft,22
409,40ft,19
410,40ft,14
411,40ft,6
412,40ft,27
413,40ft,24
414,40ft,25
415,40ft,21
416,40ft,13
417,40ft,13
418,40ft,3
419,40ft,24
420,40ft,27
421,40ft,25
422,40ft,19
423,40ft,19
424,40ft,19
425,40ft,8
426,40ft,9
427,20ft,22
428,20ft,29
429,20ft,21
430,20ft,29
431,20ft,13
432,20ft,22
433,40ft,9
434,40ft,5
435,40ft,5
436,40ft,6
437,40ft,2
438,20ft,19
439,20ft,21
440,40ft,8
441,40ft,9
442,20ft,13
443,20ft,19
444,40ft,26
445,40ft,27
446,40ft,25
447,40ft,22
448,40ft,21
449,40ft,19
450,40ft,21
451,40ft,22
452,40ft,20
453,40ft,22
454,40ft,9
455,40ft,26
456,40ft,24
457,40ft,26
458,40ft,15
459,40ft,5
460,40ft,5
461,20ft,22
462,20ft,25
463,40ft,24
464,40ft,21
465,40ft,22
466,40ft,20
467,40ft,20
468,40ft,13
469,40ft,8
470,20ft,21
471,20ft,22
472,40ft,28
473,40ft,19
474,40ft,19
475,40ft,19
476,40ft,19
477,40ft,22
478,40ft,14
479,40ft,25
480,40ft,26
481,40ft,25
482,40ft,19
483,40ft,21
484,40ft,8
485,40ft,9
486,20ft,22
487,20ft,29
488,40ft,22
489,40ft,19
490,40ft,14
491,40ft,13
492,40ft,5
493,40ft,6
494,40ft,6
495,20ft,23
496,20ft,19
497,40ft,26
498,40ft,26
499,40ft,22
500,40ft,19
501,40ft,20
502,40ft,13
503,20ft,21
504,20ft,26
505,40ft,21
506,40ft,20
507,40ft,6
508,20ft,19
509,20ft,27
510,20ft,9
511,20ft,29
512,20ft,3
513,20ft,25
514,20ft,2
515,20ft,26
516,40ft,27
517,40ft,26
518,40ft,25
519,20ft,27
520,20ft,24
521,40ft,25
522,40ft,24
523,40ft,26
524,40ft,26
525,40ft,28
526,40ft,27
527,40ft,20
528,40ft,24
529,40ft,28
530,40ft,20
531,40ft,21
532,40ft,13
533,40ft,13
534,40ft,8
535,40ft,9
536,40ft,6
537,40ft,5
538,20ft,9
539,20ft,19
540,40ft,22
541,40ft,23
542,40ft,18
543,40ft,22
544,40ft,21
545,40ft,20
546,40ft,12
547,40ft,8
548,20ft,8
549,20ft,21
550,20ft,2
551,20ft,22
552,40ft,21
553,40ft,18
554,40ft,21
555,40ft,20
556,40ft,12
557,40ft,12
558,40ft,13
559,20ft,20
560,20ft,26
561,20ft,19
562,20ft,28
563,20ft,22
564,20ft,21
565,40ft,26
566,40ft,29
567,40ft,25
568,40ft,29
569,40ft,22
570,40ft,22
571,40ft,19
572,40ft,29
573,40ft,29
574,40ft,26
575,40ft,28
576,40ft,27
577,40ft,28
578,40ft,26
579,40ft,28
580,40ft,24
581,20ft,20
582,20ft,28
583,20ft,22
584,20ft,25
585,20ft,21
586,20ft,22
587,40ft,14
588,40ft,9
589,40ft,8
590,40ft,5
591,40ft,6
592,40ft,6
593,40ft,25
594,40ft,28
595,40ft,25
596,40ft,25
597,40ft,25
598,40ft,21
599,40ft,21
600,40ft,5
601,40ft,2
602,20ft,19
603,20ft,25
604,40ft,25
605,40ft,21
606,40ft,22
607,40ft,18
608,40ft,19
609,40ft,13
610,40ft,13
611,40ft,9
612,20ft,19
613,20ft,27
614,20ft,2
615,20ft,19
616,40ft,22
617,40ft,14
618,40ft,13
619,40ft,9
620,40ft,2
621,40ft,3
622,20ft,20
623,20ft,24
624,20ft,21
625,20ft,25
626,20ft,22
627,20ft,21
628,40ft,14
629,40ft,9
630,40ft,2
631,20ft,20
632,20ft,24
633,20ft,22
634,20ft,20
635,20ft,21
636,20ft,19
637,20ft,21
638,20ft,20
639,20ft,20
640,20ft,22
641,20ft,20
642,20ft,21
643,20ft,21
644,20ft,21
645,40ft,29
646,40ft,25
647,40ft,25
648,20ft,26
649,20ft,29
650,20ft,19
651,20ft,26
652,40ft,26
653,40ft,26
654,40ft,26
655,40ft,27
656,20ft,13
657,20ft,23
658,40ft,19
659,40ft,22
660,40ft,13
661,40ft,9
662,40ft,5
663,40ft,2
664,40ft,3
665,20ft,21
666,20ft,24
667,20ft,22
668,20ft,26
669,20ft,21
670,20ft,25
671,40ft,20
672,40ft,20
673,40ft,9
674,40ft,5
675,40ft,6
676,20ft,27
677,20ft,28
678,20ft,27
679,20ft,25
680,20ft,20
681,20ft,25
682,40ft,25
683,40ft,15
684,40ft,9
685,40ft,8
686,40ft,5
687,20ft,19
688,20ft,21
689,40ft,27
690,40ft,26
691,40ft,24
692,40ft,22
693,40ft,9
694,40ft,6
695,40ft,5
696,20ft,9
697,20ft,28
698,20ft,3
699,20ft,20
700,40ft,19
701,40ft,22
702,40ft,22
703,40ft,14
704,40ft,5
705,40ft,5
706,20ft,22
707,20ft,24
708,20ft,3
709,20ft,29
710,40ft,28
711,40ft,28
712,40ft,26
713,40ft,25
714,40ft,6
715,20ft,14
716,20ft,19
717,40ft,25
718,40ft,28
719,40ft,26
720,40ft,28
721,40ft,22
722,40ft,21
723,20ft,3
724,20ft,19
725,40ft,9
726,40ft,9
727,40ft,5
728,40ft,5
729,40ft,6
730,40ft,3
731,40ft,3
732,20ft,22
733,20ft,22
734,20ft,20
735,20ft,20
736,40ft,9
737,40ft,6
738,40ft,5
739,40ft,6
740,40ft,5
741,40ft,3
742,40ft,19
743,40ft,19
744,40ft,21
745,40ft,5
746,40ft,5
747,40ft,5
748,20ft,23
749,20ft,21
750,40ft,28
751,40ft,19
752,40ft,20
753,40ft,15
754,40ft,6
755,20ft,20
756,20ft,28
757,20ft,21
758,20ft,25
759,20ft,22
760,20ft,22
761,40ft,29
762,40ft,25
763,40ft,27
764,40ft,28
765,40ft,9
766,20ft,20
767,20ft,28
768,20ft,22
769,20ft,24
770,40ft,26
771,40ft,13
772,40ft,9
773,40ft,6
774,40ft,5
775,40ft,6
776,40ft,5
777,20ft,20
778,20ft,22
779,40ft,20
780,40ft,13
781,40ft,8
782,40ft,8
783,40ft,6
784,40ft,6
785,40ft,2
786,40ft,2
787,20ft,28
788,20ft,27
789,20ft,28
790,20ft,27
791,20ft,28
792,20ft,28
793,20ft,27
794,20ft,26
795,20ft,24
796,20ft,28
797,20ft,19
798,20ft,28
799,20ft,21
800,20ft,29
801,20ft,20
802,20ft,25
803,20ft,23
804,20ft,19
805,20ft,22
806,20ft,2
807,20ft,28
808,20ft,25
809,20ft,26
810,20ft,29
811,20ft,21
812,20ft,25
813,20ft,13
814,20ft,28
815,40ft,5
816,40ft,6
817,40ft,5
818,40ft,5
819,40ft,6
820,20ft,2
821,20ft,25
822,20ft,3
823,20ft,20
824,40ft,19
825,40ft,22
826,40ft,22
827,40ft,13
828,40ft,5
829,40ft,6
830,40ft,5
831,40ft,3
832,40ft,20
833,40ft,13
834,40ft,14
835,40ft,9
836,40ft,9
837,40ft,8
838,40ft,6
839,40ft,6
840,40ft,2
841,20ft,24
842,20ft,24
843,20ft,21
844,20ft,27
845,20ft,19
846,20ft,27
847,20ft,3
848,20ft,29
849,40ft,22
850,40ft,19
851,40ft,20
852,40ft,20
853,40ft,6
854,40ft,22
855,40ft,22
856,40ft,14
857,40ft,13
858,40ft,9
859,40ft,6
860,40ft,2
861,40ft,2
862,40ft,2
863,20ft,23
864,20ft,28
865,40ft,27
866,40ft,27
867,40ft,24
868,40ft,12
869,40ft,5
870,20ft,2
871,20ft,24
872,20ft,3
873,20ft,27
874,40ft,28
875,40ft,27
876,40ft,21
877,20ft,8
878,20ft,28
879,40ft,28
880,40ft,28
881,40ft,25
882,40ft,20
883,40ft,20
884,20ft,21
885,20ft,20
886,40ft,22
887,40ft,22
888,40ft,21
889,40ft,8
890,40ft,6
891,40ft,6
892,20ft,9
893,20ft,19
894,40ft,20
895,40ft,15
896,20ft,20
897,20ft,28
898,40ft,29
899,40ft,28
900,40ft,26
901,40ft,28
902,40ft,5
903,40ft,6
904,20ft,8
905,20ft,21
906,40ft,24
907,40ft,27
908,40ft,24
909,40ft,12
910,40ft,9
911,40ft,5
912,20ft,14
913,20ft,19
914,40ft,28
915,40ft,24
916,40ft,25
917,40ft,13
918,40ft,5
919,20ft,27
920,20ft,27
921,20ft,12
922,20ft,26
923,20ft,9
924,20ft,25
925,40ft,22
926,40ft,9
927,20ft,20
928,20ft,24
929,20ft,21
930,20ft,22
931,40ft,24
932,40ft,27
933,40ft,23
934,40ft,9
935,40ft,5
936,40ft,15
937,40ft,15
938,40ft,15
939,40ft,14
940,40ft,12
941,40ft,9
942,40ft,3
943,40ft,3
944,20ft,20
945,20ft,25
946,20ft,22
947,20ft,22
948,20ft,12
949,20ft,21
950,40ft,20
951,40ft,12
952,40ft,8
953,40ft,5
954,40ft,6
955,20ft,25
956,20ft,28
957,20ft,29
958,20ft,28
959,20ft,20
960,20ft,21
961,40ft,22
962,40ft,21
963,40ft,20
964,40ft,15
965,40ft,14
966,20ft,20
967,20ft,28
968,20ft,2
969,20ft,19
970,40ft,12
971,40ft,12
972,40ft,13
973,40ft,15
974,40ft,8
975,40ft,6
976,20ft,22
977,20ft,20
978,40ft,19
979,40ft,22
980,40ft,21
981,40ft,20
982,40ft,14
983,40ft,8
984,40ft,2
985,40ft,27
986,40ft,29
987,40ft,25
988,40ft,28
989,40ft,27
990,40ft,3
991,20ft,9
992,20ft,19
993,20ft,9
994,20ft,13
995,40ft,14
996,40ft,14
997,40ft,9
998,40ft,6
999,40ft,5
1000,40ft,3
1001,20ft,15
1002,20ft,28
1003,40ft,26
1004,40ft,22
1005,40ft,19
1006,40ft,19
1007,20ft,20
1008,20ft,29
1009,20ft,20
1010,20ft,29
1011,40ft,25
1012,40ft,26
1013,40ft,27
1014,20ft,22
1015,20ft,21
1016,40ft,20
1017,40ft,19
1018,40ft,12
1019,40ft,15
1020,40ft,13
1021,40ft,5
1022,40ft,2
1023,20ft,14
1024,20ft,26
1025,40ft,20
1026,40ft,19
1027,40ft,21
1028,40ft,20
1029,40ft,19
1030,40ft,20
1031,40ft,21
1032,40ft,8
1033,40ft,25
1034,40ft,26
1035,40ft,29
1036,40ft,21
1037,40ft,20
1038,40ft,21
1039,40ft,21
1040,40ft,13
1041,20ft,19
1042,20ft,25
1043,20ft,21
1044,20ft,28
1045,40ft,14
1046,40ft,14
1047,40ft,14
1048,40ft,14
1049,40ft,9
1050,40ft,5
1051,40ft,6
1052,40ft,3
1053,20ft,21
1054,20ft,24
1055,20ft,22
1056,20ft,24
1057,40ft,26
1058,40ft,26
1059,40ft,27
1060,40ft,27
1061,40ft,25
1062,40ft,28
1063,40ft,25
1064,40ft,29
1065,20ft,9
1066,20ft,19
1067,40ft,22
1068,40ft,21
1069,40ft,13
1070,40ft,14
1071,40ft,13
1072,40ft,14
1073,40ft,14
1074,40ft,15
1075,40ft,13
1076,20ft,25
1077,20ft,27
1078,20ft,27
1079,20ft,24
1080,20ft,24
1081,20ft,28
1082,20ft,25
1083,20ft,25
1084,20ft,24
1085,20ft,24
1086,20ft,29
1087,20ft,26
1088,20ft,27
1089,20ft,27
1090,20ft,21
1091,20ft,25
1092,20ft,20
1093,20ft,19
1094,40ft,25
1095,40ft,22
1096,20ft,8
1097,20ft,22
1098,40ft,28
1099,40ft,27
1100,40ft,25
1101,40ft,25
1102,40ft,25
1103,40ft,25
1104,40ft,21
1105,40ft,21
1106,40ft,19
1107,20ft,14
1108,20ft,22
1109,40ft,26
1110,40ft,28
1111,40ft,29
1112,40ft,24
1113,40ft,27
1114,40ft,20
1115,40ft,13
1116,40ft,5
1117,40ft,3
1118,20ft,22
1119,20ft,22
1120,40ft,21
1121,40ft,21
1122,40ft,14
1123,40ft,14
1124,40ft,15
1125,40ft,5
1126,40ft,6
1127,40ft,6
1128,40ft,3
1129,20ft,19
1130,20ft,19
1131,40ft,25
1132,40ft,28
1133,40ft,25
1134,40ft,24
1135,40ft,26
1136,40ft,27
1137,40ft,28
1138,40ft,28
1139,40ft,28
1140,20ft,20
1141,20ft,20
1142,40ft,24
1143,40ft,19
1144,40ft,19
1145,40ft,20
1146,40ft,19
1147,40ft,22
1148,40ft,22
1149,40ft,13
1150,40ft,9
1151,20ft,19
1152,20ft,28
1153,20ft,20
1154,20ft,24
1155,20ft,3
1156,20ft,27
1157,40ft,9
1158,40ft,8
1159,40ft,9
1160,40ft,8
1161,40ft,9
1162,40ft,27
1163,40ft,24
1164,40ft,19
1165,40ft,19
1166,40ft,22
1167,40ft,9
1168,20ft,13
1169,20ft,28
1170,20ft,14
1171,20ft,20
1172,40ft,27
1173,40ft,28
1174,40ft,19
1175,40ft,13
1176,40ft,14
1177,40ft,12
1178,20ft,21
1179,20ft,27
1180,20ft,21
1181,20ft,20
1182,20ft,20
1183,20ft,19
1184,40ft,21
1185,40ft,20
1186,40ft,20
1187,40ft,19
1188,40ft,22
1189,20ft,22
1190,20ft,26
1191,20ft,8
1192,20ft,20
1193,40ft,24
1194,40ft,27
1195,40ft,21
1196,40ft,20
1197,40ft,19
1198,40ft,21
1199,20ft,20
1200,20ft,28
1201,20ft,19
1202,20ft,21
1203,40ft,19
1204,40ft,21
1205,40ft,9
1206,40ft,5
1207,40ft,6
1208,40ft,6
1209,40ft,26
1210,40ft,24
1211,40ft,24
1212,40ft,28
1213,40ft,26
1214,20ft,13
1215,20ft,20
1216,40ft,26
1217,40ft,22
1218,40ft,20
1219,40ft,14
1220,40ft,8
1221,40ft,6
1222,40ft,6
1223,20ft,24
1224,20ft,27
1225,20ft,24
1226,20ft,25
1227,20ft,27
1228,20ft,29
1229,20ft,27
1230,20ft,24
1231,20ft,26
1232,20ft,28
1233,20ft,25
1234,20ft,24
1235,20ft,19
1236,20ft,22
1237,20ft,22
1238,20ft,21
1239,40ft,20
1240,20ft,2
1241,20ft,14
1242,40ft,8
1243,40ft,9
1244,40ft,8
1245,40ft,8
1246,40ft,6
1247,40ft,5
1248,40ft,5
1249,40ft,2
1250,40ft,3
1251,20ft,20
1252,20ft,27
1253,20ft,9
1254,20ft,20
1255,20ft,3
1256,20ft,19
1257,40ft,9
1258,40ft,9
1259,40ft,9
1260,40ft,5
1261,40ft,5
1262,40ft,2
1263,40ft,3
1264,20ft,22
1265,20ft,29
1266,20ft,22
1267,20ft,25
1268,20ft,22
1269,20ft,25
1270,20ft,20
1271,20ft,20
1272,40ft,9
1273,40ft,8
1274,40ft,8
1275,40ft,6
1276,40ft,6
1277,40ft,3
1278,20ft,19
1279,20ft,28
1280,20ft,21
1281,20ft,28
1282,20ft,21
1283,20ft,24
1284,20ft,23
1285,20ft,22
1286,20ft,22
1287,20ft,19
1288,40ft,20
1289,40ft,21
1290,40ft,14
1291,40ft,15
1292,40ft,8
1293,20ft,2
1294,20ft,25
1295,40ft,19
1296,40ft,19
1297,40ft,19
1298,40ft,19
1299,40ft,21
1300,40ft,22
1301,40ft,20
1302,40ft,14
1303,40ft,5
1304,20ft,24
1305,20ft,28
1306,40ft,20
1307,40ft,21
1308,40ft,19
1309,40ft,22
1310,40ft,21
1311,40ft,19
1312,40ft,14
1313,40ft,15
1314,40ft,13
1315,20ft,2
1316,20ft,20
1317,20ft,2
1318,20ft,22
1319,20ft,2
1320,20ft,13
1321,40ft,12
1322,40ft,8
1323,40ft,8
1324,40ft,8
1325,40ft,9
1326,40ft,8
1327,40ft,8
1328,20ft,18
1329,20ft,29
1330,20ft,2
1331,20ft,21
1332,40ft,21
1333,40ft,19
1334,40ft,21
1335,40ft,15
1336,40ft,14
1337,40ft,8
1338,40ft,9
1339,40ft,8
1340,20ft,2
1341,20ft,24
1342,20ft,3
1343,20ft,12
1344,40ft,12
1345,40ft,13
1346,40ft,13
1347,40ft,12
1348,40ft,12
1349,40ft,13
1350,40ft,14
1351,40ft,12
1352,20ft,20
1353,20ft,22
1354,20ft,19
1355,20ft,19
1356,40ft,20
1357,40ft,22
1358,40ft,13
1359,40ft,13
1360,40ft,8
1361,40ft,9
1362,40ft,8
1363,40ft,5
1364,20ft,23
1365,20ft,27
1366,20ft,20
1367,20ft,28
1368,20ft,3
1369,20ft,19
1370,40ft,19
1371,40ft,5
1372,40ft,6
1373,40ft,6
1374,40ft,5
1375,20ft,22
1376,20ft,24
1377,20ft,9
1378,20ft,19
1379,20ft,2
1380,20ft,20
1381,40ft,9
1382,40ft,5
1383,40ft,6
1384,40ft,5
1385,40ft,2
1386,20ft,28
1387,20ft,27
1388,20ft,19
1389,20ft,29
1390,20ft,19
1391,20ft,28
1392,40ft,24
1393,40ft,28
1394,40ft,20
1395,40ft,19
1396,40ft,21
1397,20ft,19
1398,20ft,24
1399,20ft,21
1400,20ft,19
1401,20ft,19
1402,20ft,21
1403,20ft,21
1404,20ft,18
1405,40ft,21
1406,40ft,14
1407,40ft,9
1408,40ft,8
1409,20ft,19
1410,20ft,22
1411,20ft,20
1412,20ft,20
1413,40ft,25
1414,40ft,29
1415,40ft,27
1416,40ft,22
1417,40ft,12
1418,20ft,21
1419,20ft,22
1420,40ft,22
1421,40ft,19
1422,40ft,22
1423,40ft,21
1424,40ft,20
1425,40ft,6
1426,20ft,24
1427,20ft,29
1428,20ft,22
1429,20ft,27
1430,40ft,28
1431,40ft,26
1432,40ft,22
1433,40ft,15
1434,40ft,14
1435,20ft,22
1436,20ft,28
1437,20ft,13
1438,20ft,27
1439,40ft,19
1440,40ft,23
1441,40ft,19
1442,40ft,20
1443,40ft,13
1444,40ft,9
1445,20ft,21
1446,20ft,29
1447,40ft,19
1448,40ft,22
1449,40ft,21
1450,40ft,19
1451,40ft,8
1452,40ft,6
1453,40ft,6
1454,20ft,19
1455,20ft,24
1456,40ft,19
1457,40ft,19
1458,40ft,20
1459,40ft,13
1460,40ft,6
1461,40ft,5
1462,40ft,3
1463,20ft,22
1464,20ft,28
1465,20ft,22
1466,20ft,22
1467,40ft,21
1468,40ft,18
1469,40ft,23
1470,40ft,19
1471,40ft,8
1472,40ft,9
1473,40ft,25
1474,40ft,26
1475,40ft,26
1476,40ft,29
1477,40ft,21
1478,40ft,22
1479,40ft,5
1480,40ft,3
1481,20ft,20
1482,20ft,22
1483,40ft,28
1484,40ft,28
1485,40ft,28
1486,40ft,24
1487,40ft,29
1488,40ft,8
1489,40ft,5
1490,20ft,3
1491,20ft,27
1492,40ft,26
1493,40ft,25
1494,40ft,26
1495,40ft,19
1496,20ft,13
1497,20ft,19
1498,20ft,14
1499,20ft,19
1500,20ft,2
1501,20ft,21
1502,40ft,20
1503,40ft,13
1504,40ft,14
1505,40ft,8
1506,40ft,6
1507,20ft,25
1508,20ft,26
1509,40ft,26
1510,40ft,28
1511,40ft,22
1512,40ft,22
1513,40ft,22
1514,40ft,22
1515,40ft,14
1516,40ft,3
1517,20ft,19
1518,20ft,18
1519,40ft,25
1520,40ft,28
1521,40ft,26
1522,40ft,21
1523,40ft,21
1524,40ft,23
1525,40ft,21
1526,20ft,21
1527,20ft,24
1528,40ft,14
1529,40ft,14
1530,40ft,13
1531,40ft,12
1532,40ft,9
1533,40ft,6
1534,40ft,5
1535,40ft,5
1536,20ft,19
1537,20ft,27
1538,20ft,21
1539,20ft,27
1540,20ft,15
1541,20ft,26
1542,20ft,15
1543,20ft,21
1544,20ft,14
1545,20ft,19
1546,20ft,8
1547,20ft,20
1548,20ft,3
1549,20ft,19
1550,40ft,19
1551,40ft,22
1552,40ft,8
1553,20ft,19
1554,20ft,25
1555,20ft,9
1556,20ft,25
1557,40ft,27
1558,40ft,22
1559,40ft,21
1560,40ft,19
1561,40ft,20
1562,40ft,14
1563,40ft,8
1564,40ft,8
1565,40ft,5
1566,40ft,28
1567,40ft,21
1568,40ft,15
1569,40ft,14
1570,40ft,15
1571,40ft,13
1572,40ft,13
1573,40ft,12
1574,40ft,8
1575,40ft,8
1576,20ft,22
1577,20ft,23
1578,20ft,21
1579,20ft,20
1580,20ft,3
1581,20ft,21
1582,40ft,20
1583,40ft,19
1584,40ft,18
1585,40ft,22
1586,40ft,19
1587,40ft,19
1588,40ft,5
1589,20ft,19
1590,20ft,22
1591,20ft,14
1592,20ft,21
1593,40ft,19
1594,40ft,20
1595,40ft,21
1596,40ft,22
1597,40ft,18
1598,40ft,9
1599,40ft,5
1600,40ft,5
1601,20ft,26
1602,20ft,28
1603,20ft,24
1604,20ft,27
1605,20ft,25
1606,20ft,26
1607,20ft,20
1608,20ft,28
1609,20ft,20
1610,20ft,28
1611,20ft,20
1612,20ft,28
1613,20ft,21
1614,20ft,27
1615,40ft,13
1616,40ft,9
1617,40ft,6
1618,40ft,20
1619,40ft,21
1620,40ft,12
1621,40ft,13
1622,40ft,13
1623,40ft,9
1624,40ft,8
1625,40ft,5
1626,40ft,5
1627,40ft,5
1628,20ft,21
1629,20ft,19
1630,20ft,15
1631,20ft,22
1632,40ft,26
1633,40ft,26
1634,40ft,12
1635,40ft,8
1636,40ft,6
1637,40ft,6
1638,40ft,5
1639,40ft,5
1640,20ft,9
1641,20ft,25
1642,20ft,9
1643,20ft,29
1644,20ft,8
1645,20ft,22
1646,20ft,2
1647,20ft,22
1648,40ft,22
1649,40ft,21
1650,40ft,22
1651,40ft,21
1652,40ft,9
1653,40ft,9
1654,20ft,19
1655,20ft,23
1656,40ft,22
1657,40ft,22
1658,40ft,19
1659,40ft,21
1660,40ft,23
1661,40ft,20
1662,40ft,22
1663,40ft,20
