id,tipo,peso
878,40ft,22
879,40ft,19
880,40ft,14
881,20ft,20
882,20ft,27
883,20ft,19
884,20ft,29
885,20ft,21
886,20ft,26
887,20ft,19
888,20ft,21
889,20ft,19
890,20ft,19
891,20ft,2
892,20ft,20
893,20ft,2
894,20ft,20
895,40ft,13
896,40ft,3
897,20ft,27
898,20ft,27
899,20ft,22
900,20ft,27
901,20ft,2
902,20ft,26
903,40ft,19
904,20ft,20
905,20ft,27
906,40ft,29
907,40ft,28
908,40ft,26
909,40ft,29
910,40ft,28
911,40ft,25
912,40ft,25
913,20ft,28
914,20ft,27
915,20ft,12
916,20ft,28
917,20ft,9
918,20ft,26
919,40ft,22
920,40ft,21
921,40ft,5
922,40ft,5
923,40ft,2
924,20ft,20
925,20ft,28
926,20ft,22
927,20ft,24
928,20ft,20
929,20ft,27
930,20ft,13
931,20ft,24
932,20ft,3
933,20ft,26
934,40ft,8
935,40ft,9
936,40ft,8
937,20ft,22
938,20ft,21
939,40ft,24
940,40ft,2
941,40ft,6
942,40ft,5
943,40ft,5
944,40ft,5
945,40ft,5
946,40ft,2
947,40ft,2
948,20ft,20
949,20ft,21
950,20ft,13
951,20ft,19
952,20ft,3
953,20ft,23
954,40ft,21
955,40ft,22
956,40ft,12
957,40ft,8
958,20ft,14
959,20ft,20
960,20ft,2
961,20ft,3
962,40ft,2
963,20ft,3
964,20ft,12
965,40ft,8
966,40ft,9
967,40ft,6
968,40ft,6
969,40ft,3
970,40ft,22
971,40ft,21
972,40ft,20
973,40ft,20
974,40ft,20
975,40ft,22
976,20ft,14
977,20ft,15
978,40ft,6
979,40ft,6
980,40ft,6
981,40ft,5
982,40ft,5
983,20ft,21
984,20ft,29
985,20ft,21
986,20ft,22
987,40ft,18
988,20ft,21
989,20ft,21
990,40ft,8
991,40ft,8
992,40ft,8
993,40ft,9
994,40ft,6
995,20ft,14
996,20ft,19
997,40ft,14
998,40ft,14
999,40ft,9
1000,40ft,9
1001,40ft,9
1002,20ft,26
1003,20ft,28
1004,20ft,20
1005,20ft,27
1006,40ft,19
1007,40ft,6
1008,40ft,2
1009,40ft,2
1010,20ft,3
1011,20ft,22
1012,40ft,21
1013,40ft,21
1014,40ft,13
1015,40ft,14
1016,40ft,20
1017,40ft,29
1018,40ft,12
1019,40ft,9
1020,40ft,19
1021,40ft,20
1022,40ft,13
1023,40ft,5
1024,40ft,2
1025,20ft,3
1026,20ft,19
1027,40ft,14
1028,40ft,9
1029,40ft,5
1030,40ft,5
1031,40ft,2
1032,40ft,2
1033,40ft,8
1034,40ft,6
1035,40ft,5
1036,40ft,5
1037,40ft,3
1038,40ft,3
1039,40ft,20
1040,40ft,21
1041,40ft,19
1042,40ft,21
1043,40ft,19
1044,40ft,21
1045,40ft,22
1046,40ft,22
1047,40ft,20
1048,40ft,22
1049,40ft,22
1050,40ft,22
1051,40ft,21
1052,40ft,22
1053,40ft,21
1054,40ft,15
1055,20ft,21
1056,20ft,22
1057,40ft,2
1058,40ft,2
1059,40ft,2
1060,40ft,2
1061,40ft,21
1062,40ft,20
1063,40ft,22
1064,40ft,2
1065,20ft,20
1066,20ft,20
1067,40ft,24
1068,40ft,14
1069,40ft,9
1070,40ft,2
1071,40ft,8
1072,40ft,9
1073,40ft,9
1074,40ft,9
1075,40ft,8
1076,40ft,5
1077,40ft,2
1078,40ft,21
1079,40ft,22
1080,40ft,9
1081,40ft,9
1082,40ft,9
1083,40ft,6
1084,40ft,5
1085,40ft,5
1086,40ft,5
1087,40ft,6
1088,40ft,3
1089,40ft,3
1090,40ft,3
1091,20ft,14
1092,20ft,13
1093,40ft,8
1094,40ft,6
1095,40ft,5
1096,40ft,5
1097,40ft,2
1098,40ft,2
1099,40ft,2
1100,20ft,28
1101,20ft,27
1102,20ft,22
1103,20ft,20
1104,20ft,23
1105,20ft,19
1106,40ft,27
1107,40ft,25
1108,40ft,22
1109,40ft,21
1110,40ft,8
1111,40ft,14
1112,40ft,22
1113,40ft,22
1114,40ft,15
1115,40ft,14
1116,40ft,27
1117,40ft,21
1118,40ft,8
1119,40ft,9
1120,40ft,8
1121,40ft,9
1122,40ft,5
1123,40ft,2
1124,40ft,3
1125,40ft,3
1126,40ft,28
1127,40ft,3
1128,40ft,6
1129,40ft,5
1130,40ft,6
1131,40ft,5
1132,40ft,14
1133,40ft,26
1134,40ft,28
1135,40ft,29
1136,40ft,28
1137,40ft,13
1138,40ft,5
1139,40ft,5
1140,40ft,6
1141,40ft,5
1142,40ft,2
1143,40ft,2
1144,40ft,3
1145,20ft,2
1146,20ft,9
1147,40ft,8
1148,40ft,3
1149,40ft,3
1150,20ft,14
1151,20ft,13
1152,20ft,14
1153,20ft,19
1154,40ft,19
1155,20ft,22
1156,20ft,19
1157,20ft,21
1158,20ft,20
1159,20ft,19
1160,20ft,22
1161,40ft,18
1162,40ft,14
1163,20ft,2
1164,20ft,22
1165,40ft,20
1166,40ft,13
1167,40ft,8
1168,40ft,6
1169,40ft,5
1170,40ft,6
1171,40ft,6
1172,40ft,9
1173,40ft,8
1174,40ft,9
1175,40ft,20
1176,40ft,23
1177,40ft,22
1178,40ft,24
1179,40ft,24
1180,40ft,28
1181,20ft,25
1182,40ft,24
1183,20ft,2
1184,40ft,20
1185,40ft,29
1186,20ft,15
1187,40ft,26
1188,40ft,26
1189,40ft,29
1190,40ft,29
1191,40ft,22
1192,40ft,21
1193,40ft,24
1194,40ft,19
1195,40ft,28
1196,40ft,29
1197,40ft,13
1198,40ft,26
1199,40ft,19
1200,40ft,25
1201,40ft,21
1202,40ft,21
1203,40ft,28
1204,40ft,22
1205,40ft,28
1206,40ft,20
1207,40ft,25
1208,40ft,20
1209,40ft,14
1210,40ft,22
1211,40ft,27
1212,40ft,25
1213,20ft,13
1214,40ft,19
1215,40ft,2
1216,40ft,23
1217,40ft,22
1218,40ft,21
1219,40ft,22
1220,40ft,21
1221,40ft,6
1222,40ft,22
1223,40ft,22
1224,40ft,21
1225,40ft,27
1226,40ft,5
1227,40ft,8
1228,20ft,8
1229,40ft,2
1230,40ft,22
1231,40ft,21
1232,40ft,22
1233,40ft,8
1234,40ft,3
1235,40ft,21
1236,40ft,21
1237,40ft,22
1238,40ft,14
1239,40ft,20
1240,40ft,21
1241,40ft,18
1242,40ft,21
1243,40ft,3
1244,40ft,21
1245,40ft,24
1246,40ft,2
1247,40ft,19
1248,40ft,8
1249,40ft,2
1250,40ft,27
1251,40ft,5
1252,40ft,21
1253,40ft,22
1254,40ft,21
1255,40ft,28
1256,40ft,8
1257,40ft,28
1258,40ft,2
1259,40ft,20
1260,40ft,22
1261,40ft,2
1262,40ft,21
1263,40ft,2
1264,40ft,24
1265,40ft,27
1266,40ft,24
1267,40ft,9
1268,40ft,27
1269,40ft,22
1270,40ft,6
1271,40ft,22
1272,40ft,25
1273,40ft,22
1274,40ft,19
1275,40ft,21
1276,40ft,28
1277,40ft,19
1278,40ft,6
1279,40ft,20
1280,40ft,22
1281,40ft,21
1282,40ft,21
1283,40ft,22
1284,20ft,2
1285,40ft,8
1286,20ft,12
1287,40ft,2
1288,40ft,23
1289,40ft,25
1290,40ft,20
1291,40ft,2
1292,40ft,28
1293,40ft,26
1294,40ft,5
1295,40ft,24
1296,40ft,22
1297,40ft,8
1298,40ft,2
1299,40ft,13
1300,20ft,3
1301,40ft,23
1302,40ft,20
1303,40ft,22
1304,40ft,20
1305,40ft,21
1306,20ft,19
1307,40ft,20
1308,40ft,8
1309,40ft,19
1310,40ft,25
1311,40ft,19
1312,40ft,18
1313,40ft,20
1314,40ft,21
1315,20ft,3
1316,40ft,27
1317,40ft,19
1318,40ft,21
1319,40ft,5
1320,40ft,2
1321,40ft,20
1322,20ft,22
1323,40ft,23
1324,40ft,21
1325,40ft,22
1326,40ft,19
1327,40ft,14
1328,40ft,20
1329,20ft,20
1330,40ft,9
1331,40ft,14
1332,40ft,20
1333,40ft,2
1334,40ft,19
1335,40ft,9
1336,40ft,22
1337,40ft,8
1338,40ft,13
1339,40ft,29
1340,40ft,19
1341,40ft,26
1342,40ft,21
1343,20ft,19
1344,40ft,22
1345,40ft,22
1346,40ft,21
1347,40ft,27
1348,40ft,27
1349,40ft,27
1350,40ft,15
1351,40ft,6
1352,20ft,21
1353,40ft,13
1354,40ft,3
1355,20ft,2
1356,40ft,9
1357,40ft,26
1358,40ft,2
1359,40ft,25
1360,40ft,26
1361,20ft,2
1362,40ft,21
1363,40ft,20
1364,40ft,22
1365,40ft,12
1366,40ft,18
1367,20ft,3
1368,20ft,19
1369,40ft,24
1370,40ft,19
1371,20ft,2
1372,40ft,28
1373,40ft,2
1374,20ft,28
1375,40ft,8
1376,40ft,20
1377,40ft,6
1378,40ft,23
1379,40ft,9
1380,20ft,21
1381,40ft,22
1382,20ft,14
1383,20ft,21
1384,40ft,5
1385,40ft,29
1386,40ft,25
1387,20ft,22
1388,40ft,22
1389,40ft,6
1390,40ft,8
1391,40ft,26
1392,20ft,3
1393,20ft,2
1394,40ft,24
1395,40ft,19
1396,40ft,2
1397,20ft,20
1398,20ft,20
1399,40ft,6
1400,20ft,21
1401,40ft,13
1402,40ft,24
1403,40ft,2
1404,40ft,20
1405,40ft,25
1406,40ft,20
1407,40ft,28
1408,40ft,14
1409,20ft,28
1410,40ft,3
1411,20ft,20
1412,40ft,19
1413,40ft,14
1414,40ft,26
1415,40ft,9
1416,20ft,19
1417,40ft,20
1418,40ft,3
1419,40ft,19
1420,40ft,21
1421,40ft,12
1422,20ft,8
1423,20ft,28
1424,40ft,9
1425,40ft,20
1426,20ft,24
1427,20ft,20
1428,20ft,21
1429,40ft,12
1430,40ft,29
1431,40ft,9
1432,20ft,2
1433,40ft,20
1434,20ft,15
1435,40ft,28
1436,20ft,20
1437,40ft,13
1438,40ft,9
1439,40ft,20
1440,20ft,21
1441,40ft,29
1442,40ft,2
1443,20ft,21
1444,20ft,20
1445,20ft,21
1446,40ft,21
1447,40ft,9
1448,40ft,5
1449,40ft,19
1450,40ft,19
1451,40ft,25
1452,40ft,12
1453,40ft,28
1454,20ft,29
1455,40ft,22
1456,40ft,6
1457,20ft,27
1458,40ft,3
1459,40ft,29
1460,40ft,20
1461,40ft,20
1462,40ft,27
1463,40ft,21
1464,20ft,2
1465,40ft,15
1466,20ft,21
1467,20ft,21
1468,40ft,28
1469,40ft,5
1470,40ft,15
1471,40ft,26
1472,40ft,26
1473,40ft,9
1474,40ft,8
1475,20ft,14
1476,40ft,19
1477,40ft,28
1478,20ft,28
1479,20ft,18
1480,40ft,23
1481,40ft,3
1482,40ft,22
1483,20ft,25
1484,40ft,26
1485,40ft,13
1486,20ft,8
1487,20ft,8
1488,40ft,5
1489,40ft,8
1490,40ft,2
1491,40ft,20
1492,20ft,2
1493,40ft,28
1494,20ft,21
1495,40ft,9
1496,40ft,25
1497,40ft,19
1498,40ft,5
1499,40ft,27
1500,20ft,20
1501,40ft,13
1502,20ft,22
1503,20ft,3
1504,40ft,27
1505,40ft,12
1506,40ft,12
1507,20ft,19
1508,40ft,14
1509,20ft,22
1510,20ft,29
1511,40ft,5
1512,20ft,3
1513,40ft,21
1514,20ft,22
1515,40ft,26
1516,40ft,19
1517,40ft,22
1518,40ft,5
1519,40ft,24
1520,20ft,22
1521,40ft,5
1522,40ft,2
1523,40ft,12
1524,40ft,3
1525,40ft,15
1526,40ft,6
1527,40ft,19
1528,40ft,26
1529,20ft,9
1530,40ft,2
1531,20ft,9
1532,20ft,21
1533,40ft,2
1534,40ft,5
1535,40ft,22
1536,40ft,28
1537,40ft,12
1538,40ft,27
1539,40ft,21
1540,40ft,2
1541,40ft,5
1542,40ft,3
1543,20ft,28
1544,40ft,6
1545,40ft,24
1546,40ft,20
1547,20ft,24
1548,40ft,25
1549,40ft,9
1550,40ft,24
1551,40ft,25
1552,40ft,15
1553,20ft,20
1554,40ft,22
1555,20ft,21
1556,20ft,20
1557,40ft,15
1558,40ft,21
1559,40ft,9
1560,40ft,5
1561,20ft,20
1562,40ft,9
1563,40ft,25
1564,40ft,20
1565,20ft,22
1566,20ft,19
1567,40ft,19
1568,40ft,20
1569,40ft,8
1570,20ft,19
1571,40ft,26
1572,40ft,27
1573,20ft,21
1574,20ft,8
1575,40ft,3
1576,40ft,2
1577,40ft,5
1578,40ft,22
1579,40ft,24
1580,40ft,6
1581,40ft,24
1582,20ft,21
1583,40ft,21
1584,20ft,19
1585,40ft,25
1586,20ft,19
1587,40ft,19
1588,40ft,13
1589,40ft,22
1590,40ft,19
1591,40ft,26
1592,40ft,24
1593,40ft,21
1594,40ft,14
1595,20ft,21
1596,40ft,26
1597,20ft,26
1598,40ft,13
1599,40ft,14
1600,40ft,14
1601,40ft,22
1602,20ft,18
1603,40ft,25
1604,40ft,28
1605,40ft,25
1606,20ft,20
1607,20ft,22
1608,40ft,21
1609,40ft,26
1610,20ft,18
1611,20ft,22
1612,40ft,5
1613,40ft,5
1614,40ft,21
1615,40ft,6
1616,20ft,22
1617,40ft,28
1618,40ft,21
1619,40ft,19
1620,40ft,19
1621,40ft,24
1622,40ft,8
1623,40ft,19
1624,40ft,13
1625,40ft,9
1626,20ft,22
1627,40ft,12
1628,40ft,9
1629,40ft,5
1630,40ft,24
1631,40ft,26
1632,40ft,3
1633,40ft,22
1634,40ft,9
1635,40ft,27
1636,20ft,20
1637,40ft,13
1638,40ft,21
1639,40ft,5
1640,40ft,8
1641,40ft,19
1642,20ft,27
1643,40ft,21
1644,20ft,20
1645,40ft,6
1646,40ft,21
1647,40ft,6
1648,40ft,14
1649,40ft,5
1650,40ft,26
1651,40ft,28
1652,20ft,14
1653,40ft,5
1654,40ft,28
1655,20ft,22
1656,40ft,19
1657,40ft,8
1658,20ft,3
1659,20ft,21
1660,40ft,2
1661,40ft,21
1662,40ft,24
1663,40ft,13
